# Pathway	4367_Abundance	4368_Abundance	4369_Abundance	4370_Abundance	4371_Abundance	4372_Abundance	4373_Abundance	4374_Abundance	4375_Abundance	4376_Abundance	4377_Abundance	4378_Abundance	4379_Abundance	4380_Abundance	4381_Abundance	4382_Abundance	4383_Abundance	4384_Abundance	4385_Abundance	4386_Abundance	4387_Abundance	4388_Abundance	4389_Abundance	4390_Abundance	4391_Abundance	4392_Abundance	4393_Abundance	4394_Abundance	4395_Abundance	4396_Abundance	4397_Abundance	4398_Abundance	4399_Abundance	4400_Abundance	4401_Abundance	4402_Abundance	4403_Abundance	4404_Abundance	4405_Abundance	4406_Abundance	4408_Abundance	4409_Abundance	4410_Abundance	4412_Abundance	4413_Abundance	4414_Abundance	4416_Abundance	4417_Abundance	4418_Abundance	4419_Abundance	4421_Abundance	4422_Abundance	4423_Abundance	4424_Abundance	4425_Abundance	4426_Abundance	4427_Abundance	4428_Abundance	4429_Abundance	4430_Abundance	4431_Abundance	4432_Abundance	4433_Abundance	4434_Abundance	4435_Abundance	4436_Abundance	4437_Abundance	4438_Abundance
DAPLYSINESYN-PWY: L-lysine biosynthesis I	5.58187e-06	0	0.000100943	0.000125545	0.000188819	0.000217309	1.50382e-05	0	0.000195394	0.000291673	0.00027413	0.000179042	8.69826e-05	6.67081e-05	0.000104865	0.000216633	9.19959e-05	0.000185237	0.000152919	5.38691e-05	0.000333748	0.00017029	9.39117e-05	0.000195076	0.000229153	0.000130467	0.000135699	0.000165744	0.00013551	1.23899e-05	6.795e-05	9.51421e-06	2.90451e-05	8.62971e-06	6.44435e-05	4.77466e-05	8.77495e-05	7.20909e-05	0.000152529	2.26227e-05	8.36238e-05	2.82255e-05	3.81391e-05	0.000137988	0.000182491	5.00324e-05	7.75643e-05	0.000231399	0.000118435	0.00013871	9.10488e-05	0.00030641	0.000143762	2.3528e-05	9.98878e-05	0.000121509	5.63805e-05	2.05605e-05	7.16358e-05	8.27676e-05	0.000100079	9.60036e-05	7.66297e-05	9.55018e-06	3.11453e-05	3.99539e-05	0.000102556	9.71133e-05
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	2.07236e-05	0	0.00014555	0.000144601	8.34262e-05	0.000339894	0.000272058	9.92351e-06	0.000298763	0.000200395	0.000115803	0.000129803	0.00024168	0.00010462	6.07299e-05	0.000131258	0.000167118	0.000193617	0.000265513	3.09883e-05	0.000141758	0.000262697	8.04553e-05	3.24531e-05	0.000284125	2.73223e-05	0.000120706	9.7482e-05	9.31923e-05	0.000201102	0.000305794	0.000101878	0.000204991	8.48484e-06	0	0.000204263	0.000227384	0.000198727	0.000124796	0	9.38629e-05	0	0.000200987	0.000197861	5.18747e-05	0.000102383	3.13143e-05	0.000254343	0.000213584	0.000127747	0.000127761	7.48577e-05	0.000198658	0.000190413	0.000227834	0.000251217	0.00024658	0.000185346	0.000235605	0.000241546	0.000220385	0.000243312	0.000234415	0.000142758	0.000156338	0.000150495	0.000177152	0.000205478
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000643261	0	0.000132414	0.000377033	5.51293e-06	0.000131299	0.000237188	0.000277685	0.0001742	0	6.9728e-06	5.48269e-05	0.000141996	0.000313403	1.298e-05	2.77911e-05	0.000235484	0.000481498	5.35232e-05	6.89809e-05	0.000432883	0.000195159	6.45781e-05	0.000308734	0.000556064	1.57813e-05	0.000324079	4.27057e-05	6.45158e-05	0.000365135	0.000226531	0.000740476	0.000330214	2.82078e-06	2.16665e-05	0.000309602	0.000463822	0.000414285	6.50212e-05	0	6.6572e-05	9.03931e-06	0.000375081	0.000202572	0.00019627	8.62678e-05	0.00016859	0.000329928	0.000280366	8.96304e-05	8.07762e-06	5.81695e-07	0.000425705	0.000324319	0.000380101	0.000558236	0.000453342	0.000327057	0.000400574	0.0003928	0.000465769	0.00043108	0.000391885	0.000356663	0.000310604	0.000307527	0.000401153	0.000298423
ECASYN-PWY: enterobacterial common antigen biosynthesis	0	0	4.80013e-05	3.3539e-05	0.000232501	2.69605e-05	0	0	9.88063e-06	0	0	9.26121e-05	8.33882e-06	2.51297e-05	0	0.000107056	2.32272e-05	2.18587e-06	1.90768e-05	1.83703e-05	0	4.10803e-06	1.20182e-05	1.14075e-05	1.86748e-06	0.000182494	4.88774e-05	0.000167592	4.81033e-07	0	4.13801e-06	0	0	0	0	8.05844e-06	0	4.89248e-06	2.64738e-05	0	0	0	1.03635e-05	0	0.000158144	1.05693e-05	4.53004e-05	1.18229e-05	5.26537e-06	6.31411e-05	0	2.24849e-07	5.4655e-07	1.86833e-06	0	1.29339e-06	1.27619e-06	1.26839e-06	7.86646e-07	8.48268e-07	9.1393e-08	5.12809e-07	0	0	6.32997e-07	1.00073e-06	3.43102e-07	0
ENTBACSYN-PWY: enterobactin biosynthesis	0	0	0.000132496	9.17173e-05	0.000419902	0	0	0	3.71259e-05	0	0	0.000196602	3.93171e-05	6.82707e-05	0	0.00021976	7.0928e-05	1.04641e-05	7.41387e-05	5.91159e-05	0	3.3413e-05	4.05451e-05	5.12332e-05	1.32884e-05	0.000207079	0.000133587	0.000219196	6.26999e-06	0	3.82177e-05	0	3.18043e-06	0	0	3.79776e-05	0	3.22744e-05	9.87124e-05	0	0	0	3.37269e-05	0	0.000380483	6.38716e-05	7.66757e-05	5.7822e-05	4.96404e-05	0.000134283	0	2.5533e-06	1.42264e-05	6.22261e-05	1.12513e-05	1.60958e-05	1.85456e-05	6.05899e-05	5.55715e-06	4.06941e-06	1.83613e-05	2.23696e-05	1.21534e-05	3.56859e-05	7.43192e-06	1.29021e-05	2.74055e-06	0
ERGOSTEROL-SYN-PWY: superpathway of ergosterol biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.04553e-06	0	0	0	0	0	8.30657e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I	0	0	2.90691e-05	2.25212e-05	4.32881e-05	2.8536e-05	0	0	8.78355e-06	0	0	9.0121e-05	1.07935e-05	6.69584e-06	0	5.66162e-05	5.512e-06	9.15195e-06	1.13957e-05	8.44619e-06	1.82344e-05	1.47546e-05	1.52755e-05	7.10252e-05	1.62774e-05	9.12996e-06	8.65597e-05	3.1777e-05	4.1869e-06	8.71373e-06	2.64406e-05	1.20461e-07	6.58616e-06	1.43585e-06	0	2.42436e-05	5.62481e-06	2.72776e-05	1.52126e-05	0	0	0	3.98974e-05	0	0.000112569	2.80408e-06	2.44864e-05	8.36549e-06	3.76532e-05	2.8158e-05	0	0	6.06363e-06	1.61281e-05	8.69967e-06	3.26161e-05	1.1929e-05	1.43861e-05	1.10987e-05	1.07847e-05	6.57623e-06	1.32555e-05	6.95842e-06	1.27488e-05	1.00347e-05	1.82047e-05	1.12453e-05	1.05423e-05
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1.53611e-05	0	5.62803e-05	7.21133e-05	0.000135708	0.00013844	4.05118e-06	0	0.000207847	0.000308953	0.000417185	0.000162119	7.25348e-05	8.40877e-05	8.70806e-05	0.00013459	6.50176e-05	1.56533e-05	5.21502e-05	4.25323e-05	1.33007e-06	2.44649e-05	2.88571e-05	0.000130279	1.66692e-05	0.000135147	7.10587e-05	0.000147338	9.46493e-05	9.9039e-06	2.6538e-05	7.65901e-06	0	5.51754e-05	5.53129e-05	3.01189e-05	1.44509e-05	1.72255e-05	0.000166685	4.87393e-05	6.89878e-05	3.77911e-06	3.06147e-05	5.35444e-05	0.000137738	6.40599e-05	4.88714e-05	0.000194015	9.3321e-05	0.000149999	0	0.000300415	1.02062e-05	1.69949e-05	3.31193e-05	1.10576e-05	1.16126e-05	1.68002e-05	1.41164e-05	1.5091e-05	8.98318e-06	6.67251e-06	3.03473e-05	2.33332e-06	1.3496e-05	1.0221e-05	3.86217e-06	3.12685e-06
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	1.84585e-05	0	8.20326e-05	5.53843e-05	0.000133572	0.000128463	2.93942e-06	0	0.000233845	0.000278135	0.000187058	0.000148062	5.16327e-05	6.56883e-05	7.48957e-05	0.000232173	4.70775e-05	1.00288e-05	4.33831e-05	3.05153e-05	8.37063e-07	1.68447e-05	2.02882e-05	0.000100264	1.09587e-05	0.000114269	8.05825e-05	0.000146074	9.05795e-05	6.33027e-06	1.71497e-05	4.83543e-06	0	5.27726e-05	7.30858e-05	2.04397e-05	9.42931e-06	1.11387e-05	0.000167782	0	6.03013e-05	2.58969e-06	2.0643e-05	3.91798e-05	0.000184953	5.49808e-05	7.45196e-05	0.000177966	7.01396e-05	0.000140304	0	0.000253622	6.55225e-06	1.07956e-05	2.3524e-05	7.39715e-06	7.49642e-06	1.06591e-05	9.19533e-06	9.85022e-06	5.73021e-06	4.2354e-06	2.05883e-05	1.46196e-06	8.56171e-06	6.44589e-06	2.4592e-06	1.96208e-06
FERMENTATION-PWY: mixed acid fermentation	6.45882e-06	0	8.50171e-05	3.38122e-05	6.70047e-05	9.44553e-05	1.09346e-05	0	7.61322e-05	2.80038e-08	0.000254784	2.22863e-05	3.21146e-05	4.98595e-05	0	0.00019213	4.70867e-05	1.32118e-05	4.88156e-05	2.48093e-05	4.31884e-07	8.48086e-06	2.47213e-05	3.37979e-05	1.44587e-05	2.15499e-05	6.30319e-05	7.15479e-05	9.61988e-05	3.76956e-05	2.50155e-05	3.14849e-06	1.31993e-07	3.79292e-06	0	2.23722e-05	6.79858e-06	1.85093e-05	0.000135193	0	7.09449e-05	2.0574e-06	3.62847e-05	4.2599e-05	0.00019544	7.48997e-06	8.49428e-05	5.39139e-05	5.60101e-05	6.73479e-05	0	0	2.5795e-06	1.43119e-05	3.74555e-06	3.15199e-05	4.62775e-06	1.24634e-05	7.09623e-06	8.1815e-06	4.60053e-06	5.5266e-06	3.22046e-06	4.32364e-07	3.32066e-06	1.56756e-05	1.91684e-06	4.13495e-05
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	0	0	9.57074e-05	3.97112e-05	0.000227115	6.14813e-05	0	0	6.77086e-05	0	3.74894e-07	0.000166798	6.30187e-05	4.77049e-05	0	0.000129126	7.62136e-05	1.50925e-05	6.38133e-05	3.30571e-05	6.2805e-06	3.47448e-05	2.2082e-05	1.27681e-05	4.82298e-05	0.000132144	0.000151643	0.000129842	1.23525e-06	2.27581e-06	9.00094e-05	1.07572e-06	0.000100896	0	0	9.04732e-05	1.36879e-05	8.27609e-05	7.06462e-05	0	2.31847e-05	0	6.57165e-05	0	0.000198296	3.21374e-05	5.66645e-05	3.74953e-05	4.67356e-05	4.79699e-05	0	7.56381e-07	9.95321e-05	5.97282e-05	6.01287e-05	4.50091e-05	7.1003e-05	5.97718e-05	7.12399e-05	7.66051e-05	5.74553e-05	0.000100388	5.1538e-05	4.47984e-05	1.49266e-05	1.63224e-05	2.78183e-05	3.47472e-05
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	0	0	9.83803e-05	6.42768e-05	0.00025157	6.02417e-05	0	0	2.65193e-05	1.00426e-05	5.3777e-06	0.000141294	3.09852e-05	4.7769e-05	1.70845e-06	0.000204059	6.20554e-05	7.42328e-06	3.49302e-05	5.06527e-05	1.55949e-06	1.97851e-05	3.11576e-05	1.55451e-05	1.38444e-05	0.000189068	0.000116558	0.000192576	7.24617e-06	0	2.8735e-05	0	0	9.40284e-07	0	3.08701e-05	7.9942e-07	2.78262e-05	7.4246e-05	0	0	0	2.81269e-05	5.37111e-06	0.000209606	3.35945e-05	6.36149e-05	4.58581e-05	4.02303e-05	8.16538e-05	0	1.07668e-05	6.91966e-06	1.07194e-05	4.79086e-06	1.83373e-05	5.48726e-06	6.56068e-06	8.71262e-06	7.26844e-06	2.48943e-06	5.66747e-06	1.70861e-06	5.34052e-06	2.5037e-06	9.19647e-06	1.10349e-05	2.15768e-06
FUCCAT-PWY: fucose degradation	0	0	8.22704e-05	3.83862e-05	0.000235392	5.25453e-05	0	0	1.42733e-05	0.000238335	0.000101868	0.000130068	1.76128e-05	3.15617e-05	7.44683e-05	0.000271942	4.27548e-05	3.38472e-06	2.70983e-05	3.44737e-05	1.08167e-05	1.70831e-05	2.03466e-05	1.04867e-05	1.92087e-05	0.000186161	0.000125259	0.000179146	5.308e-05	2.91111e-05	4.76673e-05	0	3.98797e-07	6.82344e-07	0	1.74992e-05	4.15608e-06	6.74972e-05	0.000172972	0	6.2919e-05	0	1.65592e-05	3.51005e-05	0.00021503	2.10681e-05	3.95614e-05	2.43462e-05	2.25685e-05	7.75298e-05	0	0.000264588	3.77979e-05	5.9826e-06	2.59507e-05	1.93904e-05	3.90995e-05	4.20819e-06	2.82099e-05	3.015e-05	3.08265e-05	4.77062e-05	3.79977e-05	1.91009e-05	6.03755e-06	8.68171e-06	4.54487e-05	8.24551e-06
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0	0	8.51037e-05	0.000239413	0.000195769	6.51163e-07	0	0	1.81476e-05	0	0	0.000145825	2.82172e-05	5.08787e-05	0	0.000142816	6.13345e-05	0.000221359	2.9061e-05	3.38518e-05	5.56601e-05	5.10237e-05	4.95819e-05	0.000198131	0.000275521	0.000162859	0.000136064	0.000172008	4.47125e-06	3.17274e-05	2.53636e-05	0	5.15296e-05	4.30595e-06	0	6.82801e-05	0.000171327	0.000152844	4.98027e-05	0	0	0	0.000165099	4.73411e-07	0.000207722	4.68451e-05	6.1912e-05	5.9555e-05	0.000147715	9.99981e-05	0	4.66995e-07	0.000149699	0.000116549	0.000146184	0.000151527	0.000196943	0.000112327	0.000132276	0.000134678	0.000197354	0.000155921	0.000140267	0.000162277	0.00014706	0.000168972	1.25627e-05	0.000158126
GALACTARDEG-PWY: D-galactarate degradation I	0	0	3.92094e-05	1.90441e-05	0.000207234	2.66776e-06	0	0	9.83008e-06	1.66783e-05	0.00028799	8.72093e-05	1.42264e-05	2.07122e-05	3.41538e-06	0.0001465	1.26255e-05	1.79564e-06	1.16059e-05	1.5034e-05	1.79509e-07	2.15166e-06	5.20658e-06	4.64055e-05	2.46328e-06	0.000148082	4.06165e-05	0.000140019	2.42503e-05	0	8.23904e-06	0	1.08704e-07	7.92076e-07	1.65398e-05	4.98468e-06	0	6.41677e-06	5.03953e-05	0	6.18856e-06	0	7.69242e-06	2.4106e-07	0.000203014	1.92597e-06	5.50547e-05	1.53987e-05	1.50303e-05	3.14265e-05	0	2.48379e-05	4.4233e-07	3.16752e-06	2.40182e-07	4.39133e-06	1.51854e-06	2.92996e-06	1.77761e-06	1.55991e-06	0	5.57079e-07	2.38362e-07	3.49441e-07	1.24479e-06	2.13392e-06	1.25385e-06	0
GALACTUROCAT-PWY: D-galacturonate degradation I	0	0	8.43304e-05	0.000229923	0.000191419	8.86776e-05	0	0	1.63834e-05	0.000208416	0.000165068	0.000131438	3.91183e-05	4.32413e-05	5.62083e-05	0.00015152	5.6321e-05	0.000205232	2.57849e-05	3.4732e-05	6.59841e-05	7.11178e-05	5.50374e-05	0.000222576	0.000295128	0.000146257	0.000109744	0.000167139	4.3035e-05	3.65001e-05	2.88006e-05	8.49272e-06	4.48927e-05	4.64862e-06	0	8.43929e-05	0.00019858	0.000176673	5.94994e-05	0	9.19267e-06	0	0.000163447	3.42893e-05	0.000211138	7.35498e-05	6.05997e-05	3.94495e-05	0.000151188	8.49486e-05	0	2.36263e-05	0.000169726	9.86082e-05	0.000170154	0.000164946	0.00022498	9.5181e-05	0.000146769	0.000152481	0.00019919	0.000166035	0.000149467	0.00013804	0.000121523	0.000135676	5.40785e-05	0.000143632
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	1.53574e-05	0	0.000248935	0.000315568	0.000263574	0.000105968	0.000194327	0.000208521	0.000154283	0	0	0.000218535	0.000267845	0.000359124	0	0.000146837	0.000170545	0.000317138	9.87831e-05	0.000967126	0.000155858	0.000221242	0.000342016	0.000215709	0.000498593	0.000210838	0.000191452	0.000204879	1.04031e-05	9.93338e-05	0.00019281	5.9201e-06	6.53984e-05	1.73949e-05	0.000101294	0.000107062	0.000208364	0.000273794	6.10997e-05	0	0	7.53371e-06	0.000261047	0	0.000186122	0.000219587	0.000194026	0.00015953	0.000188356	0.000147739	0.000135052	3.05057e-06	0.000259702	0.000153227	0.000240771	0.000310081	0.00027558	0.000148838	0.000181976	0.000196933	0.00027057	0.000297246	0.000293514	0.000194333	0.000130198	0.000154674	4.69641e-05	0.000318119
GLUCARDEG-PWY: D-glucarate degradation I	0	0	4.21613e-05	2.89363e-05	0.00022046	3.41071e-05	0	0	9.83008e-06	1.66783e-05	0.000291687	0.000111829	1.58548e-05	2.7272e-05	3.41538e-06	0.0001465	1.44805e-05	1.89241e-06	1.56913e-05	1.63083e-05	1.79491e-07	2.66613e-06	7.26288e-06	5.12705e-05	2.48903e-06	0.000163953	4.34667e-05	0.000155351	2.85312e-05	0	8.81127e-06	0	1.08776e-07	1.90091e-06	1.75e-05	5.19528e-06	0	6.91175e-06	5.03953e-05	7.45661e-05	6.18856e-06	0	7.71969e-06	1.95811e-06	0.000203014	1.99936e-06	5.50547e-05	1.53987e-05	1.7575e-05	6.09709e-05	0	2.48379e-05	4.3081e-07	3.77032e-06	2.41057e-07	4.89662e-06	1.53404e-06	3.11433e-06	1.81703e-06	1.53717e-06	0	5.62726e-07	2.38e-07	3.47177e-07	1.28242e-06	2.24333e-06	1.24974e-06	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0	0	3.92094e-05	1.90441e-05	0.000207234	2.66776e-06	0	0	9.83008e-06	1.66783e-05	0.00028799	8.72093e-05	1.42264e-05	2.07122e-05	3.41538e-06	0.0001465	1.26255e-05	1.79564e-06	1.16059e-05	1.5034e-05	1.79509e-07	2.15166e-06	5.20658e-06	4.64055e-05	2.46328e-06	0.000148082	4.06165e-05	0.000140019	2.42503e-05	0	8.23904e-06	0	1.08704e-07	7.92076e-07	1.65398e-05	4.98468e-06	0	6.41677e-06	5.03953e-05	0	6.18856e-06	0	7.69242e-06	2.4106e-07	0.000203014	1.92597e-06	5.50547e-05	1.53987e-05	1.50303e-05	3.14265e-05	0	2.48379e-05	4.4233e-07	3.16752e-06	2.40182e-07	4.39133e-06	1.51854e-06	2.92996e-06	1.77761e-06	1.55991e-06	0	5.57079e-07	2.38362e-07	3.49441e-07	1.24479e-06	2.13392e-06	1.25385e-06	0
GLUCONEO-PWY: gluconeogenesis I	5.63471e-07	0	0.000116411	1.83891e-05	1.61554e-05	0.000188456	0	0.000141638	2.09779e-05	8.21772e-07	0.000331049	2.03413e-05	5.19859e-05	9.24996e-05	0	0.000181664	1.58322e-05	7.87441e-06	4.21521e-05	8.78803e-05	9.64161e-06	1.04401e-05	2.42719e-05	0.000187404	3.68463e-05	8.33124e-06	1.60507e-05	0.000133188	0.000129703	1.10009e-05	2.57235e-05	5.74014e-05	4.12167e-05	2.12126e-06	8.39409e-05	5.63181e-05	4.32944e-05	2.76993e-05	0.000103492	3.68285e-05	6.07061e-05	5.47397e-06	4.35137e-05	0.000145663	1.65262e-05	1.40728e-05	0.000146632	3.3032e-05	0.000102219	0.000107881	7.976e-05	6.862e-06	5.92935e-05	3.65197e-05	4.97201e-05	3.81995e-05	4.55855e-05	3.32142e-05	3.17032e-05	3.02038e-05	3.52112e-05	4.16215e-05	4.39097e-05	2.35663e-05	2.44674e-05	3.08138e-05	5.25657e-05	2.21869e-05
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	1.10438e-06	0	4.86341e-05	0.000130402	0.000245884	4.30952e-05	1.46904e-07	0	1.99938e-05	0.000215191	0.000136987	0.000110314	1.75146e-05	2.63532e-05	6.43685e-05	0.000250096	5.53406e-05	8.60236e-06	7.45741e-05	7.79113e-05	7.2984e-07	1.24462e-05	3.95999e-05	3.35555e-05	1.38929e-05	0.000186134	0.00012142	0.000208715	3.88848e-05	0	2.11012e-05	0	5.02725e-08	2.00893e-07	0	3.00233e-05	0	1.65343e-05	0.000164072	0	5.99645e-05	1.84924e-06	2.58072e-05	3.81813e-05	0.000211116	2.64291e-05	4.50299e-05	6.9264e-05	3.03494e-05	7.11497e-05	1.76492e-05	0.000258876	3.56717e-06	9.69456e-06	5.47241e-07	3.02769e-06	3.65915e-06	7.15456e-06	1.81628e-06	2.84282e-06	1.3998e-07	3.17735e-06	1.33892e-07	2.44107e-07	3.88808e-06	6.61882e-06	2.66606e-06	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	0	0	9.3703e-05	0.000258361	0.000213501	4.35403e-07	0	6.6308e-07	1.82575e-05	0	0	0.000141162	3.41296e-05	5.75109e-05	0	0.000139765	6.25231e-05	0.000223705	3.63596e-05	3.6846e-05	5.21015e-05	5.08384e-05	5.51807e-05	0.000202347	0.00027403	0.000176946	0.000134552	0.000197981	3.1036e-06	2.89303e-05	2.82006e-05	0	4.74595e-05	7.87946e-05	0	6.88981e-05	0.000162767	0.000143017	4.35985e-05	0	0	0	0.000159025	1.67464e-06	0.000247921	3.64807e-05	6.93623e-05	4.77111e-05	0.00014609	0.000104502	0	3.13067e-07	0.000149805	0.000126502	0.000146921	0.000150519	0.000191629	0.00012218	0.000130629	0.0001332	0.000190645	0.000154385	0.000136822	0.000168564	0.000150255	0.000185975	9.38758e-06	0.000166368
GLUDEG-I-PWY: GABA shunt	0	0	0	7.03141e-05	0	0	0	0	2.24131e-05	0	0	5.48577e-05	2.00699e-05	7.43744e-05	0	0	4.78192e-05	2.90344e-06	0	2.1657e-05	7.63411e-07	8.27122e-06	1.89741e-05	1.55856e-05	4.62735e-06	0	2.37073e-06	4.77403e-07	8.94358e-05	1.16405e-06	6.94005e-06	0	8.75997e-07	0	0	1.77444e-05	1.0708e-06	1.23864e-05	0	0	0	0	2.43125e-05	0	0	2.29415e-05	0	3.75476e-05	2.02314e-05	1.81819e-05	0	0	1.61559e-06	7.31687e-06	1.13379e-06	7.18537e-06	4.23463e-06	1.00112e-05	4.33389e-06	4.20043e-06	9.28076e-07	1.2192e-06	5.23024e-07	1.79643e-06	4.78614e-06	5.05777e-06	3.01576e-06	0
GLUTORN-PWY: L-ornithine biosynthesis	0	0	0.000466082	0.000360514	0.000331584	0.000208632	1.55316e-05	0	0.00031436	0.00026436	0.000209289	0.000304123	0.000346209	0.000466045	8.41903e-05	0.000403286	0.000391326	5.37017e-05	0.000818636	0.000734903	2.8592e-05	0.000511666	0.000905285	0.000287164	0.000223849	0.000233452	0.000533458	0.000266931	9.20615e-05	6.97634e-05	0.000310581	3.912e-05	7.50403e-06	2.26745e-05	2.2731e-05	0.000294708	4.5752e-05	0.000294127	0.000115642	0	9.18751e-05	4.1922e-06	0.000279295	0.000183969	0.000222076	0.000301181	0.000280292	0.000382294	0.000192583	0.000206355	4.30939e-05	0.000378385	0.000125922	0.000155294	8.1861e-05	0.000185386	0.000160126	0.000358336	9.89215e-05	0.000104184	0.000106712	0.000122604	9.09385e-05	4.05743e-05	0.000189495	0.000103121	0.000142664	2.0631e-05
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0	0	4.20161e-05	3.01607e-05	2.34008e-05	0	9.87837e-07	0	2.12584e-05	0	0	8.51206e-05	1.67268e-05	3.44585e-05	0	9.66348e-05	4.50641e-05	3.6115e-05	4.81015e-05	2.00067e-05	1.45754e-06	0.000109061	3.24331e-05	1.34853e-05	0.000115669	0	6.5697e-05	4.86557e-05	6.71434e-06	0	0.000202803	0	0	0	0	2.31826e-05	4.7858e-05	9.70134e-05	5.09917e-05	0	2.9438e-05	0	1.86487e-05	0	5.1885e-06	3.25375e-05	3.28778e-05	8.35359e-05	8.77045e-06	6.30659e-05	0	1.47986e-06	0.000144556	3.51748e-06	0.000115043	0.000159106	7.75097e-05	5.0345e-06	0.000117791	0.000111758	0.000102105	0.000131473	0.000100206	1.31421e-05	1.73459e-05	7.91229e-06	5.65077e-06	0.000145661
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	5.60429e-06	1.70299e-05	6.31869e-05	4.28813e-05	0.000166524	0.00020121	5.3162e-05	0	0.000121681	0.000210346	0.000343597	0.000124812	0.00027413	6.60566e-05	6.62855e-05	0.000204798	8.45986e-05	8.76396e-05	0.000102874	2.4758e-05	0.000380172	0.000130256	3.93433e-05	7.01896e-05	0.000140733	0.000115602	0.000374749	0.00010813	9.75928e-05	0.000250915	0.000240604	3.0637e-05	0.00022384	0.00039129	2.93475e-05	0.000176907	0.000160705	0.000202769	0.000121186	5.632e-05	6.79088e-05	0	0.000239195	0.000232243	0.000121366	8.54805e-05	3.93551e-05	0.000196833	0.000148945	9.30502e-05	2.13166e-05	0.00028881	0.000186002	0.000212972	0.000141219	0.000195307	0.000119293	0.000214831	0.000195822	0.000199372	0.000189148	0.00015925	0.000122126	0.000259887	0.000121289	0.000240818	0.000168638	0.000180124
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0	0	2.48267e-05	1.36936e-05	7.24363e-05	1.28972e-05	0	0	7.0562e-06	0	1.13015e-06	4.17738e-05	4.05908e-06	1.13389e-05	0	4.63742e-05	2.54409e-05	1.78289e-06	2.01796e-05	6.30127e-06	2.83099e-07	2.23235e-06	6.72286e-06	9.86143e-06	7.61019e-07	0.000158149	2.4219e-05	0.000117265	3.2138e-07	0	2.22045e-06	0	0	0	0	1.02101e-05	0	2.38184e-06	1.78987e-05	0	0	0	3.45773e-06	0	0.000152331	2.06013e-05	3.1416e-05	1.00077e-05	4.01839e-06	5.74304e-05	0	5.6095e-07	9.8703e-08	7.71228e-07	1.9733e-07	2.72164e-06	1.6647e-07	1.59242e-06	8.58534e-07	3.97234e-07	3.72617e-08	2.46505e-07	3.174e-07	2.64064e-07	5.45502e-07	1.58616e-06	5.60554e-07	0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	8.8625e-07	0	9.34977e-05	7.66672e-05	0.000201643	0.000159561	0	6.59946e-06	2.9646e-05	0.000215912	0.000267446	0.000159312	0.000101557	6.81425e-05	0	0.000155437	5.88599e-05	5.81792e-05	3.96862e-05	4.72508e-05	6.1591e-06	8.1656e-06	2.78755e-05	0.000127179	2.4641e-05	0.000157694	6.37274e-05	0.00018496	0.000110948	2.99588e-05	8.30281e-05	1.04366e-06	3.87041e-05	3.69746e-06	6.95683e-05	4.79218e-05	3.48844e-05	2.33206e-05	8.64055e-05	0	4.83627e-05	3.31854e-06	5.18583e-05	0.000102614	0.000186416	3.62205e-05	6.94756e-05	7.89634e-05	7.19444e-05	0.00012055	2.27069e-05	7.11265e-06	3.76363e-05	2.74572e-05	2.68666e-05	1.9176e-05	4.22107e-05	3.39489e-05	3.12519e-05	3.02626e-05	3.27209e-05	3.58224e-05	3.70305e-05	2.06594e-05	2.27909e-05	2.6538e-05	9.34868e-06	1.65743e-05
